gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
6121	SECTM1	5.06788311854026	1	0.000128	2	0	1e-06	0	0	5.1e-05	0	1472.405628
6122	SEH1L	4.37565394921526	7	0.000893	22.428571	15088.744917	0.000144	0.571429	12	0.000106	30177.688352	1733.153571
6123	SEL1L	4.59525328569606	8	0.001021	5.125	7827.862261	0.000127	0.357143	10	0.000167	15923.240244	1639.538167
6124	SELE	3.84636978435626	6	0.000766	30	14731.964731	0.000324	0	0	0.000129	30704.473326	1978.323413
6125	SELENBP1	3.79724384330739	6	0.000766	39.5	23283.449697	0.000178	0.133333	2	0.000108	43836.210605	2009.212698
6126	SELENOF	5.20326655608013	2	0.000255	2.5	7537	2e-06	0	0	9.3e-05	15074	1434.34412
6127	SELENON	3.90800051039939	2	0.000255	93	0	0.000171	1	1	4.6e-05	0	1948.472619
6128	SELENOP	4.74926630088044	4	0.00051	8.5	696.461109	3e-06	0.166667	1	9.3e-05	1688.39091	1585.946068
6129	SELL	3.63429883884139	12	0.001531	32.5	36589.995433	0.001108	0.045455	3	0.000253	72944.209323	2109.780556
6130	SELP	4.83871379354345	2	0.000255	11	169.111046	2e-06	0	0	5.8e-05	409.445386	1548.198846
6131	SELPLG	4.06124792650249	5	0.000638	25.8	5858.279665	8.5e-05	0.3	3	9.9e-05	11894.730213	1870.844841
6132	SEM1	5.72770192675769	1	0.000128	4	0	0	0	0	4.3e-05	0	1295.108802
6133	SEMA3A	4.5865764961082	4	0.00051	9	8080.551263	1.2e-05	0	0	0.000106	16514.988429	1639.562374
6134	SEMA3C	5.24052571136915	2	0.000255	7	0	1e-06	1	1	6.1e-05	0	1423.223882
6135	SEMA3E	5.24065331121603	1	0.000128	10	0	1e-06	0	0	3.9e-05	0	1422.723882
6136	SEMA3F	5.19076177108587	1	0.000128	4	0	1e-06	0	0	4.5e-05	0	1433.619517
6137	SEMA4C	4.30687763174684	5	0.000638	21.2	7832.165787	2.1e-05	0	0	0.000114	17241.913014	1753.739683
6138	SEMA4D	4.26489728212326	3	0.000383	20	39.049966	7.9e-05	0	0	5.8e-05	86.135354	1771.471861
6139	SEMA6A	4.69133597039684	3	0.000383	4.666667	633.178004	3e-06	0	0	7.7e-05	1880.342514	1597.964719
6140	SEMA6D	4.62421845093786	1	0.000128	19	0	7e-06	0	0	3.5e-05	0	1622.045707
6141	SEMA7A	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
6142	SEMG2	5.02347837182595	1	0.000128	3	0	1e-06	0	0	4.4e-05	0	1484.58456
6143	SENP1	4.14469822636213	4	0.00051	24.75	8702.927453	0.000107	0	0	1e-04	17934.604423	1835.622655
6144	SENP2	4.24703330356004	3	0.000383	30	46.357289	4.3e-05	0.666667	2	6.1e-05	107.146095	1784.100794
6145	SENP3	4.00408319510017	3	0.000383	39.333333	1076.330257	0.000123	0	0	6.1e-05	2623.608075	1899.275
6146	SENP6	4.37999234400919	1	0.000128	59	0	2.3e-05	0	0	3.4e-05	0	1725.532143
6147	SEPHS1	4.33826719407937	4	0.00051	13.25	965.874715	1.5e-05	0.166667	1	8.4e-05	2366.503835	1741.207143
6148	SEPSECS	3.86295776445068	8	0.001021	38	335.054736	0.000257	0.571429	16	0.000112	702.307804	1975.634127
6149	SEPT1	4.06864871762154	3	0.000383	36	8509.475269	7.2e-05	0	0	9e-05	17425.618926	1862.212698
6150	SEPT11	6.78448385861937	1	0.000128	2	0	0	0	0	6.8e-05	0	1085.864838
6151	SEPT2	4.43447747862703	2	0.000255	16.5	1007.245632	8e-06	0	0	5.4e-05	2297.833045	1696.990476
6152	SEPT4	4.87214495342606	1	0.000128	10	0	3e-06	0	0	3.8e-05	0	1533.580231
6153	SEPT5	4.87214495342606	1	0.000128	10	0	3e-06	0	0	3.8e-05	0	1533.580231
6154	SEPT6	5.03036876355748	1	0.000128	3	0	1e-06	0	0	4.5e-05	0	1482.13658
6155	SEPT7	5.82276381268342	2	0.000255	2	7537	0	0	0	0.000116	15074	1272.673485
6156	SEPT9	5.37501594998086	1	0.000128	3	0	0	0	0	4.2e-05	0	1385.829437
6157	SERBP1	3.7095827485007	6	0.000766	45.5	10065.747024	0.001061	0.133333	2	0.000115	20403.959654	2058.457937
6158	SERGEF	5.17034579558505	2	0.000255	4.5	15072	1e-06	0	0	8.6e-05	30144	1440.713167
6159	SERINC3	4.45986984815618	6	0.000766	9	2418.854751	6.2e-05	0	0	0.000105	5874.030417	1694.860354
6160	SERP1	4.7501594998086	2	0.000255	13.5	4644.927087	2e-06	0	0	6.2e-05	10677.262882	1576.233369
6161	SERPINA1	6.00267959678448	3	0.000383	3.333333	7641.925122	0	0	0	0.000136	15409.505517	1237.898532
6162	SERPINA10	5.39543192548169	1	0.000128	12	0	0	0	0	3.7e-05	0	1379.778644
6163	SERPINA3	4.27778486665816	5	0.000638	16	40162.232626	2.8e-05	0	0	0.000145	77337.777366	1767.892893
6164	SERPINA5	4.65139721832334	8	0.001021	12.75	1545.008718	4e-06	0.285714	8	0.000157	3422.73252	1624.026227
6165	SERPINA7	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
6166	SERPINB1	6.08459869848156	1	0.000128	7	0	0	0	0	5.3e-05	0	1217.145754
6167	SERPINB13	4.81064182722981	5	0.000638	7.8	22375.657356	2e-06	0	0	0.00017	48145.769425	1561.650433
6168	SERPINB2	5.30317723618732	1	0.000128	17	0	0	0	0	3.6e-05	0	1409.625036
6169	SERPINB8	4.03075156309812	6	0.000766	17.333333	20467.441587	0.000121	0	0	0.000139	41789.454812	1881.228571
6170	SERPINB9	3.90685211177747	14	0.001787	16.5	14023.617566	0.000116	0	0	0.00023	29410.624936	1957.36627
6171	SERPINC1	4.03394155927013	5	0.000638	29.4	14595.642667	8e-05	0	0	0.000115	30395.580797	1883.105988
6172	SERPIND1	4.94053847135383	2	0.000255	20	153.02635	1e-06	0	0	5.8e-05	328.621104	1520.9921
6173	SERPINE1	4.65369401556718	5	0.000638	17.4	1078.727218	4e-06	0.4	4	0.00011	2551.53464	1620.108766
6174	SERPINE2	4.57917570498915	6	0.000766	16.166667	1278.144647	5e-06	0.133333	2	0.000118	2709.386983	1649.446068
6175	SERPINF2	4.61860405767513	6	0.000766	11	8381.373286	4e-06	0.133333	2	0.000145	17281.509601	1632.307576
6176	SERPING1	4.24639530432563	10	0.001276	13.9	17012.538514	1.5e-05	0.066667	3	0.000218	36282.192579	1786.490909
6177	SERPINH1	3.5943600867679	12	0.001531	41.083333	50390.707263	0.001702	0.075758	5	0.000205	98003.147787	2136.53373
6178	SERTAD1	4.7089447492663	2	0.000255	12.5	86.546508	7e-06	0	0	4.5e-05	227.425014	1599.054004
6179	SERTAD2	4.02985836416996	1	0.000128	110	0	8.1e-05	0	0	3.1e-05	0	1885.009524
6180	SERTAD3	4.94870486155417	1	0.000128	27	0	1e-06	0	0	4.1e-05	0	1514.269877
6181	SET	3.526094168687	16	0.002042	32.375	31141.027836	0.0015	0.05	6	0.00024	62352.580131	2186.803175
6182	SETD1A	4.25354089575093	4	0.00051	22.75	87.282271	3.7e-05	0.833333	5	7.1e-05	154.313686	1782.032143
6183	SETD1B	4.07400791119051	4	0.00051	33.25	999.334434	0.000137	0.333333	2	6.6e-05	2081.885628	1867.057143
6184	SETD2	4.28837565394922	1	0.000128	63	0	1.8e-05	0	0	3.7e-05	0	1759.561508
6185	SETD4	3.56284292458849	9	0.001149	63.444444	8240.382785	0.002064	0.055556	2	0.000127	14998.684877	2162.313889
6186	SETD5	4.1397218323338	1	0.000128	83	0	0.000133	0	0	3.3e-05	0	1829.64881
6187	SETD7	4.2356769171877	5	0.000638	17	363.683787	8.7e-05	0	0	8.3e-05	839.402636	1789.536508
6188	SETDB1	3.50019139977032	48	0.006126	15.520833	206296.773647	0.000667	0.013298	15	0.000822	413586.449321	2225.990873
6189	SETX	4.49866020160776	3	0.000383	28.666667	0	6e-06	1	3	8.2e-05	0	1676.818687
6190	SEZ6	4.61949725660329	1	0.000128	10	0	2.5e-05	0	0	3.6e-05	0	1623.203211
6191	SF1	3.89689932372081	14	0.001787	25.142857	13683.502367	0.001071	0.065934	6	0.000166	26562.867944	1961.647619
6192	SF3A1	3.39645272425673	64	0.008167	47.4375	59052.198638	0.009937	0.329365	664	0.000496	112448.372779	2301.122222
6193	SF3A2	3.54497894602526	53	0.006764	50.735849	19394.426139	0.010685	0.397678	548	0.000402	36216.822267	2196.380952
6194	SF3A3	3.55646293224448	66	0.008423	48.121212	14301.697144	0.013455	0.40373	866	0.000475	24744.766086	2195.822222
6195	SF3B1	3.57088171494194	38	0.004849	42.947368	32451.858694	0.004543	0.25889	182	0.000323	63493.101382	2178.767857
6196	SF3B2	3.53872655352814	45	0.005743	48.4	11857.195726	0.00797	0.377778	374	0.000333	22793.609461	2188.228175
6197	SF3B3	3.8325890008932	20	0.002552	42.6	2227.73432	0.002597	0.289474	55	0.000163	4731.206208	2004.463095
6198	SF3B4	3.73484751818298	6	0.000766	58.5	8002.308293	0.000451	0.133333	2	9.4e-05	18057.442792	2053.555556
6199	SF3B5	3.63200204159755	52	0.006636	52	2812.921747	0.010243	0.478884	635	0.000363	4262.432683	2140.535714
6200	SF3B6	3.78754625494449	4	0.00051	81.75	929.545336	0.001004	0	0	5.9e-05	1542.027848	2026.853571
6201	SFI1	4.09442388669134	7	0.000893	24.714286	23470.488379	0.000246	0.047619	1	0.00014	48107.015047	1861.016667
6202	SFN	3.78180426183489	32	0.004084	11.34375	128213.716165	0.000419	0.020161	10	0.000664	256561.036156	2041.853571
6203	SFPQ	3.63889243332908	10	0.001276	37.3	19378.28624	0.001742	0.066667	3	0.000169	39303.891709	2103.993651
6204	SFR1	4.64820722215133	5	0.000638	11.6	331.552676	1.5e-05	0.6	6	7.5e-05	877.805969	1616.964755
6205	SFRP1	5.03789715452341	3	0.000383	6.666667	3.822196	3e-06	0	0	6.8e-05	9.677269	1481.136977
6206	SFXN1	3.93135128237846	5	0.000638	41.6	1563.547187	0.000341	0.2	2	8.9e-05	3359.100912	1944.373016
6207	SFXN3	4.61184126579048	1	0.000128	24	0	6e-06	0	0	3.5e-05	0	1626.475036
6208	SGCA	3.77708306750032	2	0.000255	119.5	15072	0.001037	0	0	7.6e-05	30144	2019.34127
6209	SGCB	5.70026795967845	1	0.000128	2	0	0	0	0	6.4e-05	0	1299.675072
6210	SGCD	4.7385479137425	2	0.000255	1.5	7537	2e-05	0	0	0.00011	15074	1579.095274
6211	SGCE	5.70881714941942	1	0.000128	3	0	0	0	0	4.8e-05	0	1297.539358
6212	SGK1	4.03598315682021	9	0.001149	12.555556	10979.545865	0.000143	0.027778	1	0.000155	25133.369681	1883.280952
6213	SGK3	4.00102079877504	4	0.00051	19.25	606.863559	0.00011	0	0	6.7e-05	1413.859087	1891.019048
6214	SGMS1	4.28837565394922	1	0.000128	63	0	1.8e-05	0	0	3.7e-05	0	1759.561508
6215	SGO2	4.26923567691719	2	0.000255	33	858.505914	3.3e-05	0	0	5.2e-05	2023.40306	1767.990476
6216	SGSM2	4.12530304963634	6	0.000766	16.333333	7631.2378	0.000948	0	0	0.000112	16044.201618	1841.926984
6217	SGSM3	4.86308536429756	1	0.000128	7	0	8e-06	0	0	3.6e-05	0	1537.141739
6218	SGTA	3.96733443919867	8	0.001021	13.75	13668.756295	0.000205	0	0	0.000161	29237.182563	1912.559524
6219	SH2B1	3.70460635447237	3	0.000383	97.666667	1829.840853	0.00106	0	0	5.7e-05	3372.243475	2061.836508
6220	SH2B2	3.5833864999362	7	0.000893	72	6400.071186	0.001243	0.285714	6	0.000109	12517.240477	2143.563889
6221	SH2B3	3.91246650504019	5	0.000638	48.8	606.887455	0.00018	0.4	4	8.2e-05	1187.795612	1948.239683
6222	SH2D1A	3.62485645017226	11	0.001404	46	28575.030968	0.001132	0.072727	4	0.000212	57557.181203	2121.749603
6223	SH2D1B	4.90812811024627	4	0.00051	3	27.847111	3e-06	0	0	0.000104	184.306466	1524.256782
6224	SH2D2A	3.79405384713538	5	0.000638	62.8	327.19801	0.00023	0.2	2	7.9e-05	689.191182	2013.197222
6225	SH2D3A	4.74352430777083	1	0.000128	32	0	8e-06	0	0	3.7e-05	0	1586.403211
6226	SH2D3C	3.95100165879801	4	0.00051	30.5	676.348183	7.8e-05	0.166667	1	7.3e-05	1743.905662	1919.158333
6227	SH2D4A	4.30049763940283	4	0.00051	9.25	244.175793	2.6e-05	0	0	7.4e-05	681.249417	1753.124206
6228	SH3BGR	5.41010590787291	1	0.000128	8	0	0	0	0	4.2e-05	0	1373.480231
6229	SH3BGRL	4.15554421334694	2	0.000255	32.5	100.592741	0.000127	0	0	4.7e-05	148.390026	1815.70119
6230	SH3BGRL2	4.61184126579048	1	0.000128	24	0	6e-06	0	0	3.5e-05	0	1626.475036
6231	SH3BGRL3	4.15554421334694	2	0.000255	32.5	100.592741	0.000127	0	0	4.7e-05	148.390026	1815.70119
6232	SH3BP1	3.67334439198673	5	0.000638	84.4	1981.967922	0.000293	0.2	2	8.6e-05	3413.44156	2088.449603
6233	SH3BP4	4.30151843817787	2	0.000255	27.5	419.439643	7e-05	0	0	4.8e-05	1079.172883	1752.160714
6234	SH3BP5	4.42248309302029	1	0.000128	41	0	1.3e-05	0	0	3.2e-05	0	1705.117063
6235	SH3BP5L	4.10144187826975	1	0.000128	100	0	7e-05	0	0	3.3e-05	0	1846.209524
6236	SH3D19	4.16103100676279	7	0.000893	6.428571	16034.446934	4.7e-05	0	0	0.000148	33066.29288	1815.544084
6237	SH3GL1	3.59384968738038	14	0.001787	33.071429	19139.574722	0.000748	0.120879	11	0.000194	37271.351928	2138.679365
6238	SH3GL2	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
6239	SH3GL3	3.90430011483986	8	0.001021	19.5	7892.16535	0.000196	0.035714	1	0.000136	18759.005394	1950.475794
6240	SH3GLB1	4.08281230062524	5	0.000638	14.4	1010.315437	8.9e-05	0	0	9.5e-05	2781.863813	1852.281746
6241	SH3GLB2	4.61184126579048	2	0.000255	13	3990.079088	7.4e-05	0	0	5.8e-05	7509.429509	1632.308405
6242	SH3KBP1	3.52315937220875	18	0.002297	34.944444	16641.583485	0.001561	0.104575	16	0.00026	36062.036904	2189.465079
6243	SH3RF1	4.26974607630471	3	0.000383	14.333333	1832.175504	3.9e-05	0	0	7e-05	4170.000928	1764.437698
6244	SH3YL1	4.19471736633916	1	0.000128	68	0	7.2e-05	0	0	3.3e-05	0	1801.131746
6245	SHANK1	4.37501594998086	6	0.000766	5	10446.021713	1.2e-05	0	0	0.000144	23128.151725	1723.798413
6246	SHANK2	3.94194206966952	5	0.000638	32	1796.44091	0.000222	0.1	1	9e-05	3871.851528	1930.965079
6247	SHANK3	3.47569222916932	10	0.001276	75.5	12786.641949	0.001351	0.288889	13	0.000157	20845.838386	2217.423413
6248	SHB	3.61860405767513	7	0.000893	78	689.80287	0.001241	0.47619	10	0.000107	1246.597429	2123.957937
6249	SHBG	3.98672961592446	12	0.001531	8	75363.432388	0.000138	0	0	0.000383	151288.93064	1905.315079
6250	SHC1	3.28582365701161	46	0.00587	29.565217	121547.382604	0.001989	0.08599	89	0.000648	239745.463385	2367.254365
6251	SHC2	3.7353579175705	4	0.00051	68.25	756.625144	0.001077	0.166667	1	7.5e-05	1783.972815	2044.186508
6252	SHC3	4.53668495597805	2	0.000255	7	8.31869	2.6e-05	0	0	5e-05	24.00398	1655.588528
6253	SHCBP1	4.15490621411254	2	0.000255	39	1307.168003	4.7e-05	0	0	4.9e-05	3231.70143	1820.914286
6254	SHD	3.97690442771469	1	0.000128	130	0	9.4e-05	0	0	3.3e-05	0	1911.89881
6255	SHE	3.97690442771469	1	0.000128	130	0	9.4e-05	0	0	3.3e-05	0	1911.89881
6256	SHF	4.7205563353324	1	0.000128	13	0	3e-06	0	0	3.3e-05	0	1586.025433
6257	SHH	0.0015311981625622	2	0.000255	2.5	2	0	0	0	0.000124	4	3.666667
6258	SHKBP1	3.77759346688784	1	0.000128	237	0	0.001037	0	0	3.1e-05	0	2018.424603
6259	SHMT1	4.34936838075794	1	0.000128	35	0	3.1e-05	0	0	3.1e-05	0	1735.433333
6260	SHMT2	3.77414827102207	2	0.000255	120	5516.568004	0.001037	0	0	5.3e-05	11081.622437	2020.715079
6261	SHOC2	3.70779635064438	10	0.001276	29.5	6946.29979	0.000285	0.177778	8	0.000152	15967.675771	2066.388889
6262	SHROOM2	4.18948577261707	1	0.000128	67	0	8.5e-05	0	0	3.2e-05	0	1804.619084
6263	SIAH1	3.87661094806686	13	0.001659	19.076923	19651.763268	0.000522	0	0	0.000204	40452.689781	1967.40119
6264	SIAH2	3.86295776445068	7	0.000893	27.142857	3708.384916	0.000248	0	0	0.000103	8825.573753	1973.44881
6265	SIGIRR	6.38917953298456	1	0.000128	2	0	0	0	0	5.7e-05	0	1156.041028
6266	SIGLEC1	4.51652418017098	3	0.000383	8	1640.325447	8e-06	0	0	7.6e-05	3542.1664	1667.382973
6267	SIGLEC10	4.01033558759729	2	0.000255	56	184.695565	9.9e-05	0	0	4.6e-05	318.988884	1891.865079
6268	SIGLEC11	4.34107439071073	1	0.000128	62	0	2e-05	0	0	3.3e-05	0	1739.058766
6269	SIGLEC12	4.34081919101697	2	0.000255	31.5	7537	2e-05	0	0	7.7e-05	15074	1739.725433
6270	SIGLEC7	4.91654970014036	1	0.000128	11	0	2e-06	0	0	3.9e-05	0	1517.146104
6271	SIGMAR1	5.06839351792778	1	0.000128	6	0	2e-06	0	0	3.7e-05	0	1471.013564
6272	SIK1	4.65777721066735	2	0.000255	18	1161.22411	8e-06	0	0	5.9e-05	3107.736052	1616.243687
6273	SIK2	4.2627280847263	3	0.000383	16.333333	298.021205	1.5e-05	0	0	5.8e-05	761.492957	1769.642063
6274	SIK3	3.84203138956233	5	0.000638	53.2	5896.595328	0.000201	0.2	2	9.4e-05	10670.009619	1983.243651
6275	SIKE1	3.79941304070435	7	0.000893	43.714286	3836.332274	0.000534	0.428571	9	0.000111	8094.193374	2015.882143
6276	SIL1	4.78869465356642	1	0.000128	13	0	1.6e-05	0	0	3.9e-05	0	1561.836941
6277	SIN3A	3.88962613244864	18	0.002297	14.611111	12117.790639	3e-04	0.026144	4	0.000265	28321.191096	1975.85956
6278	SIN3B	3.92892688528774	13	0.001659	16.846154	11513.782991	0.000116	0.076923	6	0.000212	24853.035718	1946.798413
6279	SIRPA	4.31836161796606	2	0.000255	34	97.404847	2.1e-05	0	0	5e-05	301.349305	1750.233766
6280	SIRPB1	5.03611075666709	1	0.000128	11	0	2e-06	0	0	4.3e-05	0	1484.513961
6281	SIRT1	3.75526349368381	16	0.002042	21.9375	10273.344199	0.000181	0.058333	7	0.000223	22248.797837	2043.221032
6282	SIRT2	3.8757177491387	8	0.001021	25.5	21612.024443	0.000115	0.071429	2	0.000162	44805.627325	1971.494841
6283	SIRT3	5.77440347071583	2	0.000255	3	22605	0	0	0	9.9e-05	45210	1284.660786
6284	SIRT6	4.41048870741355	1	0.000128	46	0	1.8e-05	0	0	3.4e-05	0	1709.078211
6285	SIRT7	4.7772106673472	1	0.000128	17	0	1.3e-05	0	0	3.2e-05	0	1572.190512
6286	SIT1	3.5988260814087	6	0.000766	102.833333	357.353643	0.001225	0.466667	7	9e-05	442.493495	2136.740079
6287	SIVA1	5.19458976649228	1	0.000128	9	0	1e-06	0	0	4.2e-05	0	1433.302453
6288	SIX1	5.99910680107184	2	0.000255	2	15072	0	0	0	0.000115	30144	1233.878283
6289	SIX2	4.71455914252903	1	0.000128	9	0	8e-06	0	0	3.6e-05	0	1587.538925
6290	SIX3	7.92229169324997	1	0.000128	2	0	0	0	0	7.5e-05	0	926.457717
6291	SIX5	4.07694270766875	3	0.000383	32.333333	31042.338915	3.9e-05	0	0	9e-05	62272.825281	1858.869048
6292	SKA1	4.00625239249713	34	0.004339	33.5	9678.277119	0.001224	0.623886	350	0.000306	19573.841713	1926.499242
6293	SKA2	4.61605206073753	3	0.000383	34.333333	0	7.2e-05	1	3	4.2e-05	0	1634.377814
6294	SKA3	4.57981370422355	3	0.000383	35.666667	0	7.9e-05	1	3	4.2e-05	0	1650.186941
6295	SKAP1	3.86563736123517	5	0.000638	67	101.091338	0.000133	0.4	4	8.1e-05	195.987655	1975.388889
6296	SKAP2	3.85798137042236	5	0.000638	60.6	2399.262118	0.000102	0.1	1	8.3e-05	4501.11354	1980.677417
6297	SKI	3.83858619369657	8	0.001021	32.875	10186.725369	0.000271	0.142857	4	0.00015	22439.584888	1993.071429
6298	SKIL	3.9606992471609	19	0.002425	9.052632	58984.594285	8.9e-05	0.005848	1	0.000404	123346.247422	1931.269841
6299	SKIV2L	4.59908128110246	2	0.000255	19.5	0	4e-05	1	1	4.7e-05	0	1638.448449
6300	SKOR2	4.12721704733954	1	0.000128	65	0	8.7e-05	0	0	3.3e-05	0	1835.177814
6301	SKP2	3.62077325507209	17	0.002169	36.352941	15999.970983	0.006054	0.213235	29	0.000216	31562.312831	2130.873413
6302	SLA	3.79915784101059	12	0.001531	31.583333	6513.474499	0.000325	0.30303	20	0.000168	13746.780259	2015.11627
6303	SLA2	4.04823274212071	3	0.000383	46.666667	54.579534	0.000113	0.333333	1	5.6e-05	116.160401	1875.646068
6304	SLAMF1	3.96886563736123	4	0.00051	42.5	5761.24844	7.9e-05	0.166667	1	8.1e-05	11176.841299	1916.136941
6305	SLAMF6	4.17532218961337	3	0.000383	40.666667	70.803025	7.7e-05	0.333333	1	6.1e-05	176.728828	1816.03575
6306	SLAMF7	4.5865764961082	1	0.000128	11	0	2.2e-05	0	0	3.5e-05	0	1637.275036
6307	SLBP	4.54714814342223	4	0.00051	16	7576.083086	0.000238	0.333333	2	9.9e-05	15366.640419	1662.621104
6308	SLC12A2	5.58785249457701	1	0.000128	5	0	0	0	0	4.9e-05	0	1327.516342
6309	SLC12A6	5.13053464335843	1	0.000128	4	0	2e-06	0	0	4.5e-05	0	1454.375433
6310	SLC12A9	4.96478244226107	1	0.000128	15	0	3.4e-05	0	0	2.7e-05	0	1509.530628
6311	SLC16A1	4.73255072093913	3	0.000383	8.666667	856.198557	4e-06	0	0	7.7e-05	2260.655317	1581.658802
6312	SLC16A10	4.5556973331632	1	0.000128	16	0	2.4e-05	0	0	3.5e-05	0	1648.296068
6313	SLC16A2	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
6314	SLC18A2	3.93530687763175	3	0.000383	49.666667	198.041099	0.000217	0	0	5.3e-05	346.327393	1929.732143
6315	SLC1A1	4.59129769044277	1	0.000128	27	0	6e-05	0	0	3.4e-05	0	1638.349603
6316	SLC1A3	4.34732678320786	2	0.000255	22.5	287.927908	2.6e-05	0	0	4.7e-05	703.475712	1730.812734
6317	SLC1A5	3.98098762281485	6	0.000766	26.666667	6600.448657	0.000778	0	0	0.000101	14215.354962	1909.348016
6318	SLC22A1	5.97652162817405	1	0.000128	4	0	0	0	0	4.6e-05	0	1237.680267
6319	SLC22A2	4.96784483858619	1	0.000128	7	0	2e-06	0	0	3.4e-05	0	1502.727453
6320	SLC22A9	4.9182084981498	2	0.000255	6	15072	4e-06	0	0	8.3e-05	30144	1520.20404
6321	SLC23A1	3.96018884777338	2	0.000255	96	36.502753	0.000115	0	0	4.4e-05	45.063031	1918.776984
6322	SLC25A1	4.09212708944749	3	0.000383	37.333333	1312.063702	0.000246	0	0	6.1e-05	2869.93481	1851.477381
6323	SLC25A10	4.23554931734082	3	0.000383	22.333333	693.108138	0.000125	0	0	6.5e-05	1688.31241	1784.099206
6324	SLC25A11	3.96988643613628	2	0.000255	71	192.820989	0.00016	0	0	4.2e-05	378.500489	1921.631385
6325	SLC25A13	4.60546127344647	1	0.000128	50	0	4e-06	0	0	3.9e-05	0	1632.115115
6326	SLC25A17	6.20441495470205	1	0.000128	11	0	0	0	0	5.7e-05	0	1194.724614
6327	SLC25A22	4.58006890391732	1	0.000128	21	0	6.7e-05	0	0	3.2e-05	0	1643.156746
6328	SLC25A23	4.02654076815108	6	0.000766	22.666667	1823.141151	9.7e-05	0.133333	2	9.9e-05	4629.426079	1884.063889
6329	SLC25A3	4.39122113053464	1	0.000128	36	0	2.3e-05	0	0	3.2e-05	0	1710.328211
6330	SLC25A36	4.66249840500191	1	0.000128	24	0	4e-06	0	0	3.5e-05	0	1607.87785
6331	SLC25A37	4.33954319254817	3	0.000383	17	1169.539935	6.5e-05	0	0	6.9e-05	2783.582361	1737.668651
6332	SLC25A4	3.89753732295521	8	0.001021	20.125	24689.964156	9.1e-05	0.071429	2	0.000167	49053.652818	1954.510317
6333	SLC25A5	3.5853004976394	7	0.000893	55.571429	6487.308316	0.00127	0.095238	2	0.000109	13036.189417	2135.390476
6334	SLC25A6	3.65918080898303	12	0.001531	29.416667	30694.990631	0.001241	0.060606	4	0.000196	63579.869611	2094.71746
6335	SLC26A3	4.91871889753732	1	0.000128	10	0	4e-06	0	0	3.6e-05	0	1519.287374
6336	SLC26A6	5.15286461656246	1	0.000128	5	0	3e-06	0	0	4.2e-05	0	1445.974675
6337	SLC26A8	4.5556973331632	1	0.000128	16	0	2.4e-05	0	0	3.5e-05	0	1648.296068
6338	SLC27A5	5.28174046191145	1	0.000128	4	0	0	0	0	4.3e-05	0	1409.571898
6339	SLC27A6	6.87086895495725	1	0.000128	2	0	0	0	0	7.1e-05	0	1071.691112
6340	SLC29A1	5.18106418272298	1	0.000128	3	0	2e-06	0	0	4e-05	0	1439.119517
6341	SLC2A1	4.13512823784611	2	0.000255	57	177.683861	6.7e-05	0	0	4.7e-05	266.08983	1838.469048
6342	SLC2A2	5.37948194462167	1	0.000128	6	0	0	0	0	4.1e-05	0	1383.71158
6343	SLC2A4	4.20148015822381	9	0.001149	12.222222	58449.645083	0.002182	0	0	0.000306	118407.395814	1813.484163
6344	SLC2A8	4.32295521245374	1	0.000128	33	0	6.5e-05	0	0	3.1e-05	0	1743.289683
6345	SLC30A3	5.54676534388159	1	0.000128	3	0	0	0	0	4.5e-05	0	1341.00404
6346	SLC30A7	4.51103738675514	1	0.000128	14	0	8e-06	0	0	3.3e-05	0	1662.706818
6347	SLC30A9	4.50044659946408	1	0.000128	27	0	9e-06	0	0	3.3e-05	0	1672.659957
6348	SLC31A2	6.84190378971545	2	0.000255	4.5	0.5	0	0	0	8.1e-05	1	1078.881083
6349	SLC32A1	5.969120837055	1	0.000128	3	0	0	0	0	5.1e-05	0	1241.473918
6350	SLC35E1	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
6351	SLC35F6	4.66211560546127	5	0.000638	3.2	15554.267033	5e-06	0	0	0.000164	31611.026924	1610.179762
6352	SLC35G2	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
6353	SLC38A2	4.612351665178	2	0.000255	14	379.383516	6e-06	0	0	5.4e-05	962.919397	1631.40083
6354	SLC3A2	4.0682659180809	8	0.001021	10.375	47366.536907	0.000148	0	0	0.000252	95692.253684	1861.442857
6355	SLC40A1	5.778486665816	1	0.000128	2	0	0	0	0	5.4e-05	0	1283.321501
6356	SLC4A1	4.84585938496874	2	0.000255	7.5	15072	2e-06	0	0	8.4e-05	30144	1543.307576
6357	SLC4A2	5.10565267321679	2	0.000255	3.5	124.861687	3e-06	0	0	7e-05	580.706879	1460.447655
6358	SLC4A3	4.84636978435626	1	0.000128	13	0	2e-06	0	0	3.6e-05	0	1542.390909
6359	SLC4A4	5.57279571264514	2	0.000255	1.5	7537	0	0	0	0.000114	15074	1332.117965
6360	SLC4A7	4.61133086640296	2	0.000255	13	15072	6e-06	0	0	8.2e-05	30144	1627.391703
